squadra_casa,squadra_ospite,data_partita,valore_titolari_casa,valore_titolari_ospite
Spezia Calcio,Atalanta Bergamasca Calcio S.p.a.,2022-05-08,37900000,225000000
US Salernitana 1919,Cagliari Calcio,2022-05-08,20500000,62700000
Venezia FC,Bologna Football Club 1909,2022-05-08,26200000,92500000
Società Sportiva Lazio S.p.A.,UC Sampdoria,2022-05-07,207500000,41500000
Unione Sportiva Sassuolo Calcio,Udinese Calcio,2022-05-07,168000000,69000000
Torino Calcio,Società Sportiva Calcio Napoli,2022-05-07,139300000,318000000
Genoa Cricket and Football Club,Juventus Football Club,2022-05-06,35300000,234300000
Football Club Internazionale Milano S.p.A.,FC Empoli,2022-05-06,389500000,53200000
US Salernitana 1919,Venezia FC,2022-05-05,17800000,42100000
Atalanta Bergamasca Calcio S.p.a.,US Salernitana 1919,2022-05-02,206000000,20800000
Associazione Calcio Milan,Associazione Calcio Fiorentina,2022-05-01,326000000,111500000
FC Empoli,Torino Calcio,2022-05-01,51800000,90300000
Associazione Sportiva Roma,Bologna Football Club 1909,2022-05-01,181000000,75500000
Udinese Calcio,Football Club Internazionale Milano S.p.A.,2022-05-01,66500000,329500000
Juventus Football Club,Venezia FC,2022-05-01,291800000,42000000
UC Sampdoria,Genoa Cricket and Football Club,2022-04-30,47000000,40300000
Spezia Calcio,Società Sportiva Lazio S.p.A.,2022-04-30,32900000,184500000
Società Sportiva Calcio Napoli,Unione Sportiva Sassuolo Calcio,2022-04-30,318000000,161500000
Cagliari Calcio,Verona Hellas Football Club,2022-04-30,72700000,92000000
Bologna Football Club 1909,Football Club Internazionale Milano S.p.A.,2022-04-27,92500000,391000000
Associazione Calcio Fiorentina,Udinese Calcio,2022-04-27,141500000,63000000
Atalanta Bergamasca Calcio S.p.a.,Torino Calcio,2022-04-27,194000000,113500000
Unione Sportiva Sassuolo Calcio,Juventus Football Club,2022-04-25,170500000,186500000
Genoa Cricket and Football Club,Cagliari Calcio,2022-04-24,38800000,70200000
Società Sportiva Lazio S.p.A.,Associazione Calcio Milan,2022-04-24,198000000,326000000
US Salernitana 1919,Associazione Calcio Fiorentina,2022-04-24,21300000,130500000
FC Empoli,Società Sportiva Calcio Napoli,2022-04-24,52300000,260000000
Bologna Football Club 1909,Udinese Calcio,2022-04-24,99200000,63000000
Football Club Internazionale Milano S.p.A.,Associazione Sportiva Roma,2022-04-23,367500000,201500000
Verona Hellas Football Club,UC Sampdoria,2022-04-23,94000000,41500000
Torino Calcio,Spezia Calcio,2022-04-23,102000000,27200000
Venezia FC,Atalanta Bergamasca Calcio S.p.a.,2022-04-23,51100000,204000000
Udinese Calcio,US Salernitana 1919,2022-04-20,54900000,19000000
Società Sportiva Calcio Napoli,Associazione Sportiva Roma,2022-04-18,311000000,237500000
Atalanta Bergamasca Calcio S.p.a.,Verona Hellas Football Club,2022-04-18,215000000,94000000
Cagliari Calcio,Unione Sportiva Sassuolo Calcio,2022-04-16,76200000,142000000
UC Sampdoria,US Salernitana 1919,2022-04-16,44000000,19500000
Società Sportiva Lazio S.p.A.,Torino Calcio,2022-04-16,204500000,125300000
Udinese Calcio,FC Empoli,2022-04-16,68000000,51000000
Juventus Football Club,Bologna Football Club 1909,2022-04-16,298500000,83500000
Associazione Calcio Fiorentina,Venezia FC,2022-04-16,146500000,36200000
Associazione Calcio Milan,Genoa Cricket and Football Club,2022-04-15,329500000,41300000
Spezia Calcio,Football Club Internazionale Milano S.p.A.,2022-04-15,37600000,336000000
Bologna Football Club 1909,UC Sampdoria,2022-04-11,89000000,45000000
Torino Calcio,Associazione Calcio Milan,2022-04-10,140800000,339500000
Società Sportiva Calcio Napoli,Associazione Calcio Fiorentina,2022-04-10,316000000,121500000
Venezia FC,Udinese Calcio,2022-04-10,45600000,71000000
Unione Sportiva Sassuolo Calcio,Atalanta Bergamasca Calcio S.p.a.,2022-04-10,162500000,178500000
Associazione Sportiva Roma,US Salernitana 1919,2022-04-10,172000000,17100000
Genoa Cricket and Football Club,Società Sportiva Lazio S.p.A.,2022-04-10,40300000,204500000
Football Club Internazionale Milano S.p.A.,Verona Hellas Football Club,2022-04-09,323500000,76500000
Cagliari Calcio,Juventus Football Club,2022-04-09,73700000,309500000
FC Empoli,Spezia Calcio,2022-04-09,56700000,37400000
Associazione Calcio Milan,Bologna Football Club 1909,2022-04-04,311000000,89000000
Verona Hellas Football Club,Genoa Cricket and Football Club,2022-04-04,76500000,35000000
UC Sampdoria,Associazione Sportiva Roma,2022-04-03,45000000,214500000
Udinese Calcio,Cagliari Calcio,2022-04-03,63800000,62200000
Juventus Football Club,Football Club Internazionale Milano S.p.A.,2022-04-03,328500000,380000000
Atalanta Bergamasca Calcio S.p.a.,Società Sportiva Calcio Napoli,2022-04-03,201000000,215000000
Associazione Calcio Fiorentina,FC Empoli,2022-04-03,132500000,47000000
Spezia Calcio,Venezia FC,2022-04-02,39900000,42400000
Società Sportiva Lazio S.p.A.,Unione Sportiva Sassuolo Calcio,2022-04-02,204500000,144500000
US Salernitana 1919,Torino Calcio,2022-04-02,21600000,127300000
Associazione Sportiva Roma,Società Sportiva Lazio S.p.A.,2022-03-20,214500000,195500000
Venezia FC,UC Sampdoria,2022-03-20,42300000,46000000
FC Empoli,Verona Hellas Football Club,2022-03-20,54700000,79300000
Juventus Football Club,US Salernitana 1919,2022-03-20,288500000,14600000
Bologna Football Club 1909,Atalanta Bergamasca Calcio S.p.a.,2022-03-20,82500000,206000000
Società Sportiva Calcio Napoli,Udinese Calcio,2022-03-19,320000000,71800000
Football Club Internazionale Milano S.p.A.,Associazione Calcio Fiorentina,2022-03-19,342500000,129500000
Cagliari Calcio,Associazione Calcio Milan,2022-03-19,70700000,316000000
Unione Sportiva Sassuolo Calcio,Spezia Calcio,2022-03-18,135500000,40100000
Genoa Cricket and Football Club,Torino Calcio,2022-03-18,40000000,127300000
Società Sportiva Lazio S.p.A.,Venezia FC,2022-03-14,205000000,48700000
Torino Calcio,Football Club Internazionale Milano S.p.A.,2022-03-13,121300000,339500000
Associazione Calcio Fiorentina,Bologna Football Club 1909,2022-03-13,131000000,76000000
Verona Hellas Football Club,Società Sportiva Calcio Napoli,2022-03-13,82500000,327000000
Atalanta Bergamasca Calcio S.p.a.,Genoa Cricket and Football Club,2022-03-13,177500000,38200000
Udinese Calcio,Associazione Sportiva Roma,2022-03-13,68900000,238000000
US Salernitana 1919,Unione Sportiva Sassuolo Calcio,2022-03-12,22200000,145500000
UC Sampdoria,Juventus Football Club,2022-03-12,41500000,265500000
Spezia Calcio,Cagliari Calcio,2022-03-12,36500000,54100000
Associazione Calcio Milan,FC Empoli,2022-03-12,269000000,46200000
Genoa Cricket and Football Club,FC Empoli,2022-03-06,31400000,52000000
Associazione Calcio Fiorentina,Verona Hellas Football Club,2022-03-06,116000000,72500000
Juventus Football Club,Spezia Calcio,2022-03-06,303500000,34600000
Bologna Football Club 1909,Torino Calcio,2022-03-06,89500000,123300000
Società Sportiva Calcio Napoli,Associazione Calcio Milan,2022-03-06,342000000,310000000
Venezia FC,Unione Sportiva Sassuolo Calcio,2022-03-06,27700000,150000000
Cagliari Calcio,Società Sportiva Lazio S.p.A.,2022-03-05,66200000,200000000
Udinese Calcio,UC Sampdoria,2022-03-05,71500000,35500000
Associazione Sportiva Roma,Atalanta Bergamasca Calcio S.p.a.,2022-03-05,226000000,202000000
Football Club Internazionale Milano S.p.A.,US Salernitana 1919,2022-03-04,424500000,30800000
Atalanta Bergamasca Calcio S.p.a.,UC Sampdoria,2022-02-28,196000000,39500000
Torino Calcio,Cagliari Calcio,2022-02-27,102500000,66200000
Spezia Calcio,Associazione Sportiva Roma,2022-02-27,29700000,223000000
Società Sportiva Lazio S.p.A.,Società Sportiva Calcio Napoli,2022-02-27,198000000,344000000
Verona Hellas Football Club,Venezia FC,2022-02-27,79000000,57300000
FC Empoli,Juventus Football Club,2022-02-26,49000000,297000000
US Salernitana 1919,Bologna Football Club 1909,2022-02-26,23800000,85500000
Unione Sportiva Sassuolo Calcio,Associazione Calcio Fiorentina,2022-02-26,145500000,120000000
Associazione Calcio Milan,Udinese Calcio,2022-02-25,315000000,61800000
Genoa Cricket and Football Club,Football Club Internazionale Milano S.p.A.,2022-02-25,31400000,289500000
Cagliari Calcio,Società Sportiva Calcio Napoli,2022-02-21,54100000,211500000
Bologna Football Club 1909,Spezia Calcio,2022-02-21,87000000,28000000
Udinese Calcio,Società Sportiva Lazio S.p.A.,2022-02-20,67000000,161000000
Venezia FC,Genoa Cricket and Football Club,2022-02-20,45200000,43000000
Football Club Internazionale Milano S.p.A.,Unione Sportiva Sassuolo Calcio,2022-02-20,346000000,140500000
Associazione Calcio Fiorentina,Atalanta Bergamasca Calcio S.p.a.,2022-02-20,141000000,221000000
Associazione Sportiva Roma,Verona Hellas Football Club,2022-02-19,195000000,85000000
US Salernitana 1919,Associazione Calcio Milan,2022-02-19,17800000,297000000
UC Sampdoria,FC Empoli,2022-02-19,34000000,56700000
Juventus Football Club,Torino Calcio,2022-02-18,349000000,123000000
Spezia Calcio,Associazione Calcio Fiorentina,2022-02-14,29900000,120000000
FC Empoli,Cagliari Calcio,2022-02-13,55200000,66850000
Associazione Calcio Milan,UC Sampdoria,2022-02-13,256000000,43500000
Atalanta Bergamasca Calcio S.p.a.,Juventus Football Club,2022-02-13,194500000,346000000
Verona Hellas Football Club,Udinese Calcio,2022-02-13,80500000,54700000
Genoa Cricket and Football Club,US Salernitana 1919,2022-02-13,42000000,25800000
Unione Sportiva Sassuolo Calcio,Associazione Sportiva Roma,2022-02-13,123000000,203000000
Società Sportiva Calcio Napoli,Football Club Internazionale Milano S.p.A.,2022-02-12,342000000,383500000
Torino Calcio,Venezia FC,2022-02-12,89500000,55400000
Società Sportiva Lazio S.p.A.,Bologna Football Club 1909,2022-02-12,206000000,81500000
US Salernitana 1919,Spezia Calcio,2022-02-07,26700000,29900000
Juventus Football Club,Verona Hellas Football Club,2022-02-06,331500000,60900000
Venezia FC,Società Sportiva Calcio Napoli,2022-02-06,41900000,299500000
Atalanta Bergamasca Calcio S.p.a.,Cagliari Calcio,2022-02-06,207000000,50850000
UC Sampdoria,Unione Sportiva Sassuolo Calcio,2022-02-06,43000000,145500000
Bologna Football Club 1909,FC Empoli,2022-02-06,73500000,52200000
Udinese Calcio,Torino Calcio,2022-02-06,48700000,92000000
Associazione Calcio Fiorentina,Società Sportiva Lazio S.p.A.,2022-02-05,100300000,206000000
Football Club Internazionale Milano S.p.A.,Associazione Calcio Milan,2022-02-05,427500000,298500000
Associazione Sportiva Roma,Genoa Cricket and Football Club,2022-02-05,214000000,40000000
Società Sportiva Calcio Napoli,US Salernitana 1919,2022-01-23,256500000,10850000
Associazione Calcio Milan,Juventus Football Club,2022-01-23,241000000,218000000
FC Empoli,Associazione Sportiva Roma,2022-01-23,57500000,214000000
Cagliari Calcio,Associazione Calcio Fiorentina,2022-01-23,49950000,144000000
Spezia Calcio,UC Sampdoria,2022-01-23,25400000,37500000
Torino Calcio,Unione Sportiva Sassuolo Calcio,2022-01-23,108000000,130500000
Football Club Internazionale Milano S.p.A.,Venezia FC,2022-01-22,418500000,44000000
Genoa Cricket and Football Club,Udinese Calcio,2022-01-22,40000000,67000000
Società Sportiva Lazio S.p.A.,Atalanta Bergamasca Calcio S.p.a.,2022-01-22,207000000,154000000
Verona Hellas Football Club,Bologna Football Club 1909,2022-01-21,78900000,83500000
Bologna Football Club 1909,Società Sportiva Calcio Napoli,2022-01-17,66500000,256500000
Associazione Calcio Fiorentina,Genoa Cricket and Football Club,2022-01-17,174000000,39800000
Associazione Calcio Milan,Spezia Calcio,2022-01-17,204500000,34200000
Unione Sportiva Sassuolo Calcio,Verona Hellas Football Club,2022-01-16,103500000,70400000
Associazione Sportiva Roma,Cagliari Calcio,2022-01-16,210000000,68200000
Venezia FC,FC Empoli,2022-01-16,44200000,58000000
Atalanta Bergamasca Calcio S.p.a.,Football Club Internazionale Milano S.p.A.,2022-01-16,215000000,300500000
UC Sampdoria,Torino Calcio,2022-01-15,36500000,108000000
Juventus Football Club,Udinese Calcio,2022-01-15,288500000,54200000
US Salernitana 1919,Società Sportiva Lazio S.p.A.,2022-01-15,11425000,204000000
Cagliari Calcio,Bologna Football Club 1909,2022-01-11,69700000,81500000
Torino Calcio,Associazione Calcio Fiorentina,2022-01-10,99275000,193500000
Genoa Cricket and Football Club,Spezia Calcio,2022-01-09,33900000,34200000
Società Sportiva Calcio Napoli,UC Sampdoria,2022-01-09,155300000,41600000
Udinese Calcio,Atalanta Bergamasca Calcio S.p.a.,2022-01-09,60300000,205000000
Venezia FC,Associazione Calcio Milan,2022-01-09,53900000,232000000
Verona Hellas Football Club,US Salernitana 1919,2022-01-09,59400000,10900000
Football Club Internazionale Milano S.p.A.,Società Sportiva Lazio S.p.A.,2022-01-09,404000000,173000000
Associazione Sportiva Roma,Juventus Football Club,2022-01-09,212000000,336500000
FC Empoli,Unione Sportiva Sassuolo Calcio,2022-01-09,54000000,103000000
Juventus Football Club,Società Sportiva Calcio Napoli,2022-01-06,307500000,195300000
Società Sportiva Lazio S.p.A.,FC Empoli,2022-01-06,202000000,48500000
Unione Sportiva Sassuolo Calcio,Genoa Cricket and Football Club,2022-01-06,103000000,39500000
UC Sampdoria,Cagliari Calcio,2022-01-06,46800000,69700000
Associazione Calcio Milan,Associazione Sportiva Roma,2022-01-06,193500000,253000000
Spezia Calcio,Verona Hellas Football Club,2022-01-06,35800000,63900000
Società Sportiva Calcio Napoli,Spezia Calcio,2021-12-22,221000000,35500000
Unione Sportiva Sassuolo Calcio,Bologna Football Club 1909,2021-12-22,141600000,84800000
Venezia FC,Società Sportiva Lazio S.p.A.,2021-12-22,33100000,159000000
Associazione Sportiva Roma,UC Sampdoria,2021-12-22,250000000,39900000
Football Club Internazionale Milano S.p.A.,Torino Calcio,2021-12-22,356000000,70300000
FC Empoli,Associazione Calcio Milan,2021-12-22,51400000,290000000
Verona Hellas Football Club,Associazione Calcio Fiorentina,2021-12-22,57900000,148800000
Juventus Football Club,Cagliari Calcio,2021-12-21,319000000,65500000
Genoa Cricket and Football Club,Atalanta Bergamasca Calcio S.p.a.,2021-12-21,32000000,206000000
Spezia Calcio,FC Empoli,2021-12-19,35000000,38200000
UC Sampdoria,Venezia FC,2021-12-19,57700000,39400000
Associazione Calcio Fiorentina,Unione Sportiva Sassuolo Calcio,2021-12-19,155800000,131500000
Torino Calcio,Verona Hellas Football Club,2021-12-19,72800000,56900000
Associazione Calcio Milan,Società Sportiva Calcio Napoli,2021-12-19,219500000,218500000
Atalanta Bergamasca Calcio S.p.a.,Associazione Sportiva Roma,2021-12-18,199000000,250000000
Bologna Football Club 1909,Juventus Football Club,2021-12-18,83800000,301500000
Cagliari Calcio,Udinese Calcio,2021-12-18,91500000,62500000
Società Sportiva Lazio S.p.A.,Genoa Cricket and Football Club,2021-12-17,170000000,37400000
US Salernitana 1919,Football Club Internazionale Milano S.p.A.,2021-12-17,17675000,287500000
Associazione Sportiva Roma,Spezia Calcio,2021-12-13,216000000,32000000
Verona Hellas Football Club,Atalanta Bergamasca Calcio S.p.a.,2021-12-12,62000000,207000000
Football Club Internazionale Milano S.p.A.,Cagliari Calcio,2021-12-12,418500000,76500000
Unione Sportiva Sassuolo Calcio,Società Sportiva Lazio S.p.A.,2021-12-12,133000000,131500000
Torino Calcio,Bologna Football Club 1909,2021-12-12,78500000,80300000
Società Sportiva Calcio Napoli,FC Empoli,2021-12-12,198000000,46700000
Venezia FC,Juventus Football Club,2021-12-11,41800000,299000000
Associazione Calcio Fiorentina,US Salernitana 1919,2021-12-11,162300000,18050000
Udinese Calcio,Associazione Calcio Milan,2021-12-11,61500000,252000000
Genoa Cricket and Football Club,UC Sampdoria,2021-12-10,40200000,57700000
FC Empoli,Udinese Calcio,2021-12-06,52600000,51000000
Cagliari Calcio,Torino Calcio,2021-12-06,94500000,74000000
UC Sampdoria,Società Sportiva Lazio S.p.A.,2021-12-05,50800000,198000000
Bologna Football Club 1909,Associazione Calcio Fiorentina,2021-12-05,75600000,161300000
Venezia FC,Verona Hellas Football Club,2021-12-05,22500000,56900000
Spezia Calcio,Unione Sportiva Sassuolo Calcio,2021-12-05,33500000,123000000
Juventus Football Club,Genoa Cricket and Football Club,2021-12-05,320000000,33550000
Associazione Calcio Milan,US Salernitana 1919,2021-12-04,290000000,16600000
Società Sportiva Calcio Napoli,Atalanta Bergamasca Calcio S.p.a.,2021-12-04,186500000,233000000
Associazione Sportiva Roma,Football Club Internazionale Milano S.p.A.,2021-12-04,233000000,322500000
Società Sportiva Lazio S.p.A.,Udinese Calcio,2021-12-02,213800000,57700000
Torino Calcio,FC Empoli,2021-12-02,80000000,37400000
Genoa Cricket and Football Club,Associazione Calcio Milan,2021-12-01,43950000,252000000
Football Club Internazionale Milano S.p.A.,Spezia Calcio,2021-12-01,301500000,31000000
Unione Sportiva Sassuolo Calcio,Società Sportiva Calcio Napoli,2021-12-01,133000000,305000000
Bologna Football Club 1909,Associazione Sportiva Roma,2021-12-01,88800000,239000000
Associazione Calcio Fiorentina,UC Sampdoria,2021-11-30,118300000,56300000
Verona Hellas Football Club,Cagliari Calcio,2021-11-30,67900000,65300000
Atalanta Bergamasca Calcio S.p.a.,Venezia FC,2021-11-30,197500000,43500000
US Salernitana 1919,Juventus Football Club,2021-11-30,21700000,310000000
Associazione Sportiva Roma,Torino Calcio,2021-11-28,251000000,108800000
Spezia Calcio,Bologna Football Club 1909,2021-11-28,40500000,97300000
Udinese Calcio,Genoa Cricket and Football Club,2021-11-28,69500000,32950000
Società Sportiva Calcio Napoli,Società Sportiva Lazio S.p.A.,2021-11-28,305000000,213800000
Associazione Calcio Milan,Unione Sportiva Sassuolo Calcio,2021-11-28,241000000,133000000
Venezia FC,Football Club Internazionale Milano S.p.A.,2021-11-27,41400000,321500000
FC Empoli,Associazione Calcio Fiorentina,2021-11-27,44700000,140000000
UC Sampdoria,Verona Hellas Football Club,2021-11-27,52800000,70000000
Juventus Football Club,Atalanta Bergamasca Calcio S.p.a.,2021-11-27,384000000,245000000
Cagliari Calcio,US Salernitana 1919,2021-11-26,94500000,15350000
Verona Hellas Football Club,FC Empoli,2021-11-22,62900000,34600000
Torino Calcio,Udinese Calcio,2021-11-22,107800000,71500000
Genoa Cricket and Football Club,Associazione Sportiva Roma,2021-11-21,33200000,254000000
Football Club Internazionale Milano S.p.A.,Società Sportiva Calcio Napoli,2021-11-21,385500000,374000000
Unione Sportiva Sassuolo Calcio,Cagliari Calcio,2021-11-21,135500000,99000000
Bologna Football Club 1909,Venezia FC,2021-11-21,97300000,40900000
US Salernitana 1919,UC Sampdoria,2021-11-21,13300000,52800000
